tmp_code	GO_terms
tmp_001200	['GO:0050511', 'GO:0016757', 'GO:0005975', 'GO:0030259', 'GO:0016758']
tmp_001203	['GO:0006561', 'GO:0004735', 'GO:0055129']
tmp_001205	['GO:0006364', 'GO:0004222']
tmp_001206	['GO:0010181']
tmp_001207	['GO:0005886']
tmp_001209	['GO:0045454', 'GO:0004791']
tmp_001210	['GO:0055085', 'GO:0022857']
tmp_001211	['GO:0006094', 'GO:0005829', 'GO:0048029', 'GO:0004347', 'GO:1901135', 'GO:0051156', 'GO:0097367', 'GO:0006096']
tmp_001213	['GO:0003676', 'GO:0008170', 'GO:0003677', 'GO:0032259', 'GO:0008168']
tmp_001215	['GO:0031669', 'GO:0016020', 'GO:0005887', 'GO:0009267']
tmp_001216	['GO:0005886', 'GO:0006865', 'GO:0071705', 'GO:0022857', 'GO:0043190', 'GO:0055085', 'GO:0016020']
tmp_001217	['GO:0005886', 'GO:0006865', 'GO:0071705', 'GO:0022857', 'GO:0043190', 'GO:0055085', 'GO:0016020']
tmp_001218	['GO:0015424', 'GO:0016887', 'GO:0003333', 'GO:0005524']
tmp_001219	['GO:0030288']
tmp_001221	['GO:0005355', 'GO:0005354', 'GO:0015757', 'GO:0022857', 'GO:1904659', 'GO:0055085', 'GO:0016020']
tmp_001222	['GO:0005345', 'GO:0005886', 'GO:0015205', 'GO:0016020', 'GO:0055085', 'GO:0022857']
tmp_001225	['GO:0003676', 'GO:0032259', 'GO:0008168']
tmp_001227	['GO:0006139', 'GO:0005829', 'GO:0016763', 'GO:0003824', 'GO:0009116', 'GO:0006152', 'GO:0004731']
tmp_001228	['GO:0005829', 'GO:0043094', 'GO:0000287', 'GO:0046872', 'GO:0005737', 'GO:0008973', 'GO:0009117', 'GO:0003824']
tmp_001229	['GO:1901642', 'GO:0005337', 'GO:0005886', 'GO:0005887', 'GO:0015293', 'GO:0016020']
tmp_001231	['GO:0055085', 'GO:0022857']
tmp_001232	['GO:0008033']
tmp_001233	['GO:0055085', 'GO:0015297', 'GO:0006812', 'GO:1902600', 'GO:0016020']
tmp_001234	['GO:0055085', 'GO:0015297', 'GO:0016020', 'GO:0042910']
tmp_001235	['GO:0055085', 'GO:0022857', 'GO:0005886']
tmp_001236	['GO:0004089', 'GO:0008270']
tmp_001238	['GO:0016620', 'GO:0046983', 'GO:0006520', 'GO:0008652', 'GO:0050661', 'GO:0051287', 'GO:0009097', 'GO:0009089', 'GO:0009088', 'GO:0009086', 'GO:0004073']
tmp_001239	['GO:0006427', 'GO:0005737', 'GO:0004821', 'GO:0005524']
tmp_001240	['GO:0008713', 'GO:0005829', 'GO:0009244', 'GO:0016757', 'GO:0009103']
tmp_001242	['GO:0005829', 'GO:0006414', 'GO:0005525', 'GO:0003746', 'GO:0003924', 'GO:0032790']
tmp_001243	['GO:0003723', 'GO:0022627', 'GO:0000028', 'GO:0005840', 'GO:0006412', 'GO:0003729', 'GO:0019843', 'GO:0015935', 'GO:0003735']
tmp_001244	['GO:0006412', 'GO:0005840', 'GO:0015935', 'GO:0003735']
tmp_001245	['GO:0032549', 'GO:0003677', 'GO:0003899', 'GO:0006351']
tmp_001246	['GO:0022625', 'GO:0005840', 'GO:0006412', 'GO:0003729', 'GO:0003735']
tmp_001247	['GO:0022625', 'GO:0003735', 'GO:0006412', 'GO:0015934']
tmp_001248	['GO:0003723', 'GO:0022625', 'GO:0015934', 'GO:0006412', 'GO:0003735']
tmp_001249	['GO:0003735', 'GO:0070180', 'GO:0005840', 'GO:0006412', 'GO:0015934']
tmp_001250	['GO:0032784', 'GO:0005829', 'GO:0140673', 'GO:0006354']
tmp_001251	['GO:0008320', 'GO:0006886', 'GO:0006605', 'GO:0016020', 'GO:0009306']
tmp_001253	['GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001254	['GO:0005829', 'GO:0006414', 'GO:0005525', 'GO:0003746', 'GO:0003924']
tmp_001259	['GO:0016887', 'GO:0005524', 'GO:0140359', 'GO:0034040', 'GO:0055085', 'GO:0016020']
tmp_001260	['GO:0008967', 'GO:0005829', 'GO:0006281', 'GO:0016311']
tmp_001261	['GO:0003676', 'GO:0009307', 'GO:0006298', 'GO:1904047', 'GO:0009007', 'GO:0032259', 'GO:0008168', 'GO:0043565']
tmp_001263	['GO:0005829', 'GO:0016740', 'GO:0005737', 'GO:0006535', 'GO:0009001']
tmp_001266	['GO:0015078', 'GO:0033177', 'GO:0045263', 'GO:0015986', 'GO:1902600']
tmp_001267	['GO:0003676', 'GO:0003723', 'GO:0006401', 'GO:0005829', 'GO:0000175', 'GO:0006396', 'GO:0006402', 'GO:0004654']
tmp_001269	['GO:0010033', 'GO:0043165', 'GO:0009279', 'GO:0015920', 'GO:0061024', 'GO:0019867']
tmp_001271	['GO:0004637', 'GO:0046872', 'GO:0009113', 'GO:0005524']
tmp_001272	['GO:0016887', 'GO:0005524']
tmp_001273	['GO:0002094', 'GO:0005829', 'GO:0000287', 'GO:0008834', 'GO:0016094', 'GO:0016765']
tmp_001276	['GO:0004852', 'GO:0006780', 'GO:0033014']
tmp_001277	['GO:1903425', 'GO:0005887', 'GO:1903424', 'GO:0016020']
tmp_001278	['GO:0051536', 'GO:0006779', 'GO:0004109', 'GO:0051539', 'GO:0005737', 'GO:0003824']
tmp_001279	['GO:0009055', 'GO:0020037']
tmp_001280	['GO:0016787', 'GO:0005737', 'GO:0006402', 'GO:0034353']
tmp_001281	['GO:0005829', 'GO:0008652', 'GO:0009089', 'GO:0004072', 'GO:0009090']
tmp_001284	['GO:0009396', 'GO:0005829', 'GO:0044237', 'GO:0046654', 'GO:0004156', 'GO:0042558']
tmp_001286	['GO:0016020', 'GO:0016021']
tmp_001289	['GO:0006207', 'GO:0005951', 'GO:0006526', 'GO:0006807', 'GO:0005737', 'GO:0004088', 'GO:0006541']
tmp_001293	['GO:0047429']
tmp_001294	['GO:0003676', 'GO:0005829', 'GO:0043039', 'GO:0045892', 'GO:0002161', 'GO:0005524', 'GO:0004813', 'GO:0005737', 'GO:0006419', 'GO:0000166', 'GO:0004812']
tmp_001297	['GO:0070181', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001298	['GO:0006260', 'GO:0051096', 'GO:0009295', 'GO:0003697']
tmp_001299	['GO:0022627', 'GO:0005840', 'GO:0006412', 'GO:0019843', 'GO:0070181', 'GO:0015935', 'GO:0003735']
tmp_001300	['GO:0006260', 'GO:0009360', 'GO:0003887', 'GO:0003677', 'GO:0006261']
tmp_001301	['GO:0003723', 'GO:0005829', 'GO:0004540', 'GO:0000175', 'GO:0004518']
tmp_001302	['GO:0005829', 'GO:0004764', 'GO:0050661', 'GO:0009423', 'GO:0019632']
tmp_001304	['GO:0055085', 'GO:0042884', 'GO:0016020']
tmp_001305	['GO:1904680', 'GO:0015833', 'GO:0030288', 'GO:0043190', 'GO:0055085', 'GO:0042884']
tmp_001306	['GO:0005829', 'GO:0006418', 'GO:0005524', 'GO:0006436', 'GO:0000166', 'GO:0004812', 'GO:0004830']
tmp_001307	['GO:0008757']
tmp_001309	['GO:0002184', 'GO:0005737', 'GO:0043023', 'GO:0006412']
tmp_001310	['GO:0004588', 'GO:0006221', 'GO:0006222', 'GO:0019856']
tmp_001312	['GO:0036054', 'GO:0070403', 'GO:0036055', 'GO:0017136', 'GO:0005634']
tmp_001313	['GO:0030964', 'GO:0008137']
tmp_001314	['GO:0048038', 'GO:0015990', 'GO:0009060', 'GO:0045272', 'GO:0051536', 'GO:0051539', 'GO:0008137']
tmp_001315	['GO:0016651', 'GO:0008137']
tmp_001316	['GO:0048038', 'GO:0051287', 'GO:0016651']
tmp_001319	['GO:0051536', 'GO:0016491']
tmp_001320	['GO:0009060', 'GO:0045272', 'GO:0005887', 'GO:0003954', 'GO:0016020']
tmp_001321	['GO:0009060', 'GO:0016651', 'GO:0045272', 'GO:0003954', 'GO:0051539', 'GO:0016020']
tmp_001322	['GO:0008137']
tmp_001323	['GO:0030964', 'GO:0042773', 'GO:0016651']
tmp_001324	['GO:0003954', 'GO:0042773', 'GO:0015990', 'GO:0008137']
tmp_001325	['GO:0042773', 'GO:0009060', 'GO:0015990', 'GO:0045271', 'GO:0003954', 'GO:0048039', 'GO:0008137']
tmp_001326	['GO:0042773', 'GO:0008137']
tmp_001327	['GO:0005515']
tmp_001328	['GO:0005975', 'GO:0016868', 'GO:0000287', 'GO:0071704']
tmp_001330	['GO:0006568', 'GO:0005829', 'GO:0004834', 'GO:0000162']
tmp_001331	['GO:0006568', 'GO:0005737', 'GO:0004834', 'GO:0000162']
tmp_001332	['GO:0004640', 'GO:0006568', 'GO:0000162', 'GO:0004425']
tmp_001333	['GO:0016757', 'GO:0004048', 'GO:0005829', 'GO:0000162']
tmp_001334	['GO:0004049', 'GO:0005829', 'GO:0000162']
tmp_001335	['GO:0004049', 'GO:0009058', 'GO:0000162']
tmp_001336	['GO:0016757', 'GO:0005829', 'GO:0008713', 'GO:0009244']
tmp_001337	['GO:0009279']
tmp_001339	['GO:0050334', 'GO:0006772', 'GO:0005829']
tmp_001340	['GO:0034258', 'GO:0034257', 'GO:0016020']
tmp_001341	['GO:0006772', 'GO:0009229', 'GO:0004788', 'GO:0005524']
tmp_001343	['GO:0022625', 'GO:0003735', 'GO:0005840', 'GO:0006412', 'GO:0015934']
tmp_001344	['GO:0046983', 'GO:0003677', 'GO:0003899', 'GO:0006351']
tmp_001345	['GO:0003723', 'GO:0042274', 'GO:0006412', 'GO:0019843', 'GO:0015935', 'GO:0003735']
tmp_001346	['GO:0022627', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001347	['GO:0003723', 'GO:0003676', 'GO:0005829', 'GO:0005840', 'GO:0006412', 'GO:0015935', 'GO:0003735']
tmp_001348	['GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001349	['GO:0003723', 'GO:0006413', 'GO:0003676', 'GO:0003743', 'GO:0005829', 'GO:0043022']
tmp_001350	['GO:0070006', 'GO:0005829', 'GO:0070084', 'GO:0006508']
tmp_001351	['GO:0006616', 'GO:0008320', 'GO:0031522', 'GO:0005048', 'GO:0015031', 'GO:0005887', 'GO:0016020']
tmp_001352	['GO:0003735', 'GO:0006412', 'GO:0015934']
tmp_001353	['GO:0003723', 'GO:0005840', 'GO:0006412', 'GO:0015935', 'GO:0003735']
tmp_001354	['GO:0022625', 'GO:0008097', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001355	['GO:0022625', 'GO:0005840', 'GO:0006412', 'GO:0019843', 'GO:0002181', 'GO:0003735']
tmp_001356	['GO:0022627', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001357	['GO:0015935', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001358	['GO:0003723', 'GO:0022625', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001359	['GO:0003723', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001360	['GO:0022625', 'GO:0015934', 'GO:0070180', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001361	['GO:0022627', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001362	['GO:0022625', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001363	['GO:0022625', 'GO:0005840', 'GO:0006412', 'GO:0019843', 'GO:0003735']
tmp_001364	['GO:0003723', 'GO:0003676', 'GO:0022627', 'GO:0006412', 'GO:0003735']
tmp_001365	['GO:0022625', 'GO:0003735', 'GO:0005840', 'GO:0006412', 'GO:0015934']
tmp_001366	['GO:0003723', 'GO:0022627', 'GO:0000028', 'GO:0005840', 'GO:0006412', 'GO:0015935', 'GO:0003735']
tmp_001367	['GO:0003723', 'GO:0022625', 'GO:0015934', 'GO:0016740', 'GO:0005840', 'GO:0006412', 'GO:0002181', 'GO:0003735']
tmp_001368	['GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001369	['GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001370	['GO:0022625', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001371	['GO:0003723', 'GO:0005840', 'GO:0006412', 'GO:0015935', 'GO:0003735']
tmp_001374	['GO:0003723', 'GO:0003676', 'GO:0006298', 'GO:0032299', 'GO:0043137', 'GO:0004523']
tmp_001376	['GO:0006099', 'GO:0004333', 'GO:0006106', 'GO:0016829', 'GO:0003824', 'GO:0006108']
tmp_001378	['GO:0055085', 'GO:0015562']
tmp_001379	['GO:0030288', 'GO:0046914', 'GO:0030313']
tmp_001380	['GO:0008324', 'GO:0005886', 'GO:0042910', 'GO:0016020', 'GO:0055085', 'GO:0006812', 'GO:0022857']
tmp_001382	['GO:0016020', 'GO:1903785']
tmp_001383	['GO:0009408', 'GO:0042026', 'GO:0031072', 'GO:0006457', 'GO:0051082', 'GO:0005524', 'GO:0051085', 'GO:0005737']
tmp_001385	['GO:0016783', 'GO:0008033', 'GO:0016740', 'GO:0002143']
tmp_001387	['GO:0003824', 'GO:0009058', 'GO:0009435', 'GO:0016779']
tmp_001388	['GO:0006355', 'GO:0010045', 'GO:0003677', 'GO:0016151']
tmp_001389	['GO:0055085', 'GO:0017038', 'GO:0005887', 'GO:0016020']
tmp_001390	['GO:0055085', 'GO:0022857', 'GO:0016020', 'GO:0005887']
tmp_001391	['GO:0015891', 'GO:0098797', 'GO:0031992', 'GO:0030288', 'GO:0055085']
tmp_001393	['GO:0009446', 'GO:0004668', 'GO:0047632']
tmp_001394	['GO:0051604', 'GO:0046944', 'GO:0008270', 'GO:0016743', 'GO:0003725', 'GO:0046872']
tmp_001395	['GO:0051604', 'GO:0046892']
tmp_001397	['GO:0019673', 'GO:0008446']
tmp_001398	['GO:0000271', 'GO:0004475', 'GO:0005976', 'GO:0009058', 'GO:0009298', 'GO:0016779']
tmp_001401	['GO:0016020']
tmp_001403	['GO:0030255']
tmp_001404	['GO:0005515']
tmp_001405	['GO:0003677']
tmp_001406	['GO:0015940', 'GO:0005829', 'GO:0006523', 'GO:0004068']
tmp_001407	['GO:0016887', 'GO:0005737', 'GO:0034605', 'GO:0005524']
tmp_001408	['GO:0006508', 'GO:0030163']
tmp_001411	['GO:0005829', 'GO:0000287', 'GO:0005524', 'GO:0004141', 'GO:0009102']
tmp_001413	['GO:0006099', 'GO:0000287', 'GO:0051287', 'GO:0016616', 'GO:0004450']
tmp_001414	['GO:0006099', 'GO:0046912']
tmp_001416	['GO:0003676', 'GO:0008170', 'GO:0003677', 'GO:0005737', 'GO:0009007', 'GO:0008168', 'GO:0032259']
tmp_001417	['GO:0016787', 'GO:0003677', 'GO:0005524']
tmp_001419	['GO:0004076', 'GO:0051537', 'GO:0051536', 'GO:0009102', 'GO:0003824']
tmp_001427	['GO:0033739', 'GO:0005737', 'GO:0046857', 'GO:0008616']
tmp_001428	['GO:0090071', 'GO:0017148', 'GO:0043023']
tmp_001429	['GO:0008033', 'GO:0052381', 'GO:0006400']
tmp_001430	['GO:0016757']
tmp_001431	['GO:0016772', 'GO:0016776', 'GO:0005886', 'GO:0009244']
tmp_001432	['GO:0016772', 'GO:0016776', 'GO:0005886', 'GO:0009244']
tmp_001433	['GO:0005829', 'GO:0050660', 'GO:0071555', 'GO:0008762']
tmp_001434	['GO:0044780', 'GO:0016020', 'GO:0009306']
tmp_001435	['GO:0046933', 'GO:0016887', 'GO:0045261', 'GO:0030254', 'GO:0005524', 'GO:0009058', 'GO:0005737', 'GO:0030257']
tmp_001437	['GO:0005829', 'GO:0002161', 'GO:0006418', 'GO:0005524', 'GO:0004812', 'GO:0006428', 'GO:0000166', 'GO:0000049', 'GO:0004822']
tmp_001438	['GO:0003723']
tmp_001441	['GO:0070475', 'GO:0051536', 'GO:0008173', 'GO:0030488', 'GO:0006364', 'GO:0003824']
tmp_001442	['GO:0005975', 'GO:0097367', 'GO:1901135', 'GO:0016853']
tmp_001443	['GO:0003723', 'GO:0004521', 'GO:0006396', 'GO:0004534', 'GO:0008270', 'GO:0046872']
tmp_001444	['GO:0005829', 'GO:0031167', 'GO:0000154', 'GO:0006364', 'GO:0000179']
tmp_001447	['GO:0008864', 'GO:0006189', 'GO:0009058']
tmp_001448	['GO:0008233', 'GO:0006508']
tmp_001458	['GO:0006457', 'GO:0003755', 'GO:0000413']
tmp_001459	['GO:0003723', 'GO:0005829', 'GO:0045947', 'GO:0006109', 'GO:0006402', 'GO:0048027']
tmp_001460	['GO:0016114', 'GO:0050515', 'GO:0005524']
tmp_001461	['GO:0003723', 'GO:0005829', 'GO:0070930']
tmp_001462	['GO:0055085', 'GO:0017038', 'GO:0005887', 'GO:0016020']
tmp_001463	['GO:0055085', 'GO:0022857', 'GO:0005887']
tmp_001464	['GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001465	['GO:0004526', 'GO:0042781', 'GO:0034414', 'GO:0008033', 'GO:0000049', 'GO:0030677']
tmp_001467	['GO:0051205', 'GO:0016020', 'GO:0005887', 'GO:0032977']
tmp_001468	['GO:0003723']
tmp_001469	['GO:0005829', 'GO:0005525', 'GO:0006400', 'GO:0030488', 'GO:0005737', 'GO:0003924', 'GO:0002098', 'GO:0005515']
tmp_001477	['GO:0009279']
tmp_001479	['GO:0005737', 'GO:0005829', 'GO:0045454', 'GO:0015035']
tmp_001480	['GO:0003723', 'GO:0016866', 'GO:0001522', 'GO:0009451', 'GO:0009982']
tmp_001481	['GO:0006260', 'GO:0003824', 'GO:0008408']
tmp_001482	['GO:0004130', 'GO:0009055', 'GO:0016491', 'GO:0020037']
tmp_001487	['GO:0016887', 'GO:0005524']
tmp_001488	['GO:0005548', 'GO:0015914', 'GO:0005886', 'GO:0043190']
tmp_001490	['GO:0004084', 'GO:0009081', 'GO:0003824']
tmp_001492	['GO:0003676', 'GO:0006260', 'GO:0006139', 'GO:0008408', 'GO:0006302', 'GO:0003887', 'GO:0003677', 'GO:0006261', 'GO:0003824', 'GO:0008409']
tmp_001493	['GO:0003677']
tmp_001494	['GO:0016788', 'GO:0003677', 'GO:0008170']
tmp_001496	['GO:0005829', 'GO:0006233', 'GO:0006235', 'GO:0005524', 'GO:0006227', 'GO:0005737', 'GO:0004798']
tmp_001497	['GO:0009058', 'GO:0003824', 'GO:0015937', 'GO:0004595']
tmp_001498	['GO:0003824', 'GO:0016831']
tmp_001499	['GO:0044780']
tmp_001501	['GO:0005515']
tmp_001502	['GO:0006434', 'GO:0004828', 'GO:0006418', 'GO:0005524', 'GO:0000166', 'GO:0004812']
tmp_001503	['GO:0033388', 'GO:0006807', 'GO:0016811', 'GO:0050126']
tmp_001504	['GO:0009318', 'GO:0008855', 'GO:0006308']
tmp_001505	['GO:0006744', 'GO:0008168']
tmp_001507	['GO:0005737', 'GO:0006446']
tmp_001508	['GO:0140359', 'GO:0016020', 'GO:0005886']
tmp_001509	['GO:0140359', 'GO:0016020', 'GO:0005886']
tmp_001512	['GO:0050660']
tmp_001513	['GO:0005315', 'GO:0035435', 'GO:0016020', 'GO:0006817']
tmp_001514	['GO:0051536', 'GO:0016226', 'GO:0005506']
tmp_001515	['GO:0005515']
tmp_001516	['GO:0009396', 'GO:0008360', 'GO:0051301', 'GO:0016881', 'GO:0004326', 'GO:0005524', 'GO:0005737', 'GO:0009058']
tmp_001517	['GO:0005975', 'GO:0006098', 'GO:0005622', 'GO:0004801', 'GO:0005737']
tmp_001518	['GO:0022625', 'GO:0008097', 'GO:0005840', 'GO:0006412', 'GO:0003735']
tmp_001519	['GO:0004045']
tmp_001520	['GO:0016020', 'GO:0015920', 'GO:0043190']
tmp_001521	['GO:0003824']
tmp_001524	['GO:0005215', 'GO:0016887', 'GO:0055070', 'GO:0043682', 'GO:0005507', 'GO:0005524', 'GO:0019829', 'GO:0006812', 'GO:0000166', 'GO:0046872', 'GO:0016020']
tmp_001525	['GO:0003676', 'GO:0032259', 'GO:0008168']
tmp_001526	['GO:0003824']
tmp_001527	['GO:0015813', 'GO:0015501', 'GO:0016020']
tmp_001529	['GO:0016020', 'GO:0005886']
tmp_001530	['GO:0043772', 'GO:0008654', 'GO:0005886']
tmp_001531	['GO:0004150', 'GO:0006760']
tmp_001533	['GO:0015344', 'GO:0031230', 'GO:0044718']
tmp_001534	['GO:0001514', 'GO:0097056', 'GO:0005737', 'GO:0004125']
tmp_001535	['GO:0003676', 'GO:0003723', 'GO:0005829', 'GO:0031554', 'GO:0006353', 'GO:0003700', 'GO:0031564']
